E_MeV_u,LET_keV_um,a0_nm,beta,ks_Gauss,ks_Geiss,particle,scale,voltage_V,water_LET_keV_um
252.0,0.04132128672522739,5.5,0.0,1.011343667091974,1.0048549146821948,neon,3.0,100.0,38.743340540080666
252.0,0.04132128672522739,6.0,0.0,1.011343667091974,1.0045194103502655,neon,3.0,100.0,38.743340540080666
252.0,0.04132128672522739,6.5,0.0,1.011343667091974,1.0042700895696528,neon,3.0,100.0,38.743340540080666
252.0,0.04132128672522739,7.0,0.0,1.011343667091974,1.0040806713745658,neon,3.0,100.0,38.743340540080666
252.0,0.04132128672522739,7.5,0.0,1.011343667091974,1.0038946505408273,neon,3.0,100.0,38.743340540080666
252.0,0.04132128672522739,8.0,0.0,1.011343667091974,1.003724514463985,neon,3.0,100.0,38.743340540080666
252.0,0.04132128672522739,8.5,0.0,1.011343667091974,1.003510663371013,neon,3.0,100.0,38.743340540080666
2.0,4.081690432662482,4.5,0.0,1.4220817182406194,1.597518272726606,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,5.0,0.0,1.4220817182406194,1.5741397029958497,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,5.5,0.0,1.4220817182406194,1.5442430813529775,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,6.0,0.0,1.4220817182406194,1.5197944775386647,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,6.5,0.0,1.4220817182406194,1.501588571762237,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,7.0,0.0,1.4220817182406194,1.4878385554245397,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,7.5,0.0,1.4220817182406194,1.4737535760637788,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,8.0,0.0,1.4220817182406194,1.4605749698354737,iron,3.0,100.0,3918.9361600977104
2.0,4.081690432662482,8.5,0.0,1.4220817182406194,1.442700023164639,iron,3.0,100.0,3918.9361600977104
52.0,0.8445681387995633,4.5,0.0,1.1143797899865564,1.1135395556248984,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,5.0,0.0,1.1143797899865564,1.1068500917187964,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,5.5,0.0,1.1143797899865564,1.0988317836290185,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,6.0,0.0,1.1143797899865564,1.0923677961761744,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,6.5,0.0,1.1143797899865564,1.0875500386425563,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,7.0,0.0,1.1143797899865564,1.0838842141989924,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,7.5,0.0,1.1143797899865564,1.0802544650987758,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,8.0,0.0,1.1143797899865564,1.0769177867251118,iron,3.0,100.0,793.9224041453692
52.0,0.8445681387995633,8.5,0.0,1.1143797899865564,1.0726700968938305,iron,3.0,100.0,793.9224041453692
102.0,0.5119783065831132,4.5,0.0,1.0756105219650058,1.066547745480722,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,5.0,0.0,1.0756105219650058,1.062454501915083,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,5.5,0.0,1.0756105219650058,1.0575864093548344,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,6.0,0.0,1.0756105219650058,1.053674222868088,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,6.5,0.0,1.0756105219650058,1.0507626792951652,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,7.0,0.0,1.0756105219650058,1.0485488007319645,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,7.5,0.0,1.0756105219650058,1.0463655282604445,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,8.0,0.0,1.0756105219650058,1.0443637366827643,iron,3.0,100.0,480.7209430497352
102.0,0.5119783065831132,8.5,0.0,1.0756105219650058,1.041831941769077,iron,3.0,100.0,480.7209430497352
152.0,0.38604866358679457,4.5,0.0,1.060042634367367,1.0490030164119293,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,5.0,0.0,1.060042634367367,1.045938458448631,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,5.5,0.0,1.060042634367367,1.042306610730605,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,6.0,0.0,1.060042634367367,1.0393914645186546,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,6.5,0.0,1.060042634367367,1.037222918080822,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,7.0,0.0,1.060042634367367,1.0355741887795034,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,7.5,0.0,1.060042634367367,1.033951088855959,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,8.0,0.0,1.060042634367367,1.0324644972432435,iron,3.0,100.0,362.26358226102764
152.0,0.38604866358679457,8.5,0.0,1.060042634367367,1.0305898138866503,iron,3.0,100.0,362.26358226102764
202.0,0.31996222816231373,4.5,0.0,1.0515905867985904,1.03984174150046,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,5.0,0.0,1.0515905867985904,1.0373273549413335,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,5.5,0.0,1.0515905867985904,1.0343538391059512,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,6.0,0.0,1.0515905867985904,1.0319686365239418,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,6.5,0.0,1.0515905867985904,1.0301946060444966,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,7.0,0.0,1.0515905867985904,1.0288457908845434,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,7.5,0.0,1.0515905867985904,1.027519299147548,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,8.0,0.0,1.0515905867985904,1.0263051000982224,iron,3.0,100.0,300.03314580077364
202.0,0.31996222816231373,8.5,0.0,1.0515905867985904,1.0247766400879534,iron,3.0,100.0,300.03314580077364
252.0,0.2792465053382593,4.5,0.0,1.0462608360500305,1.0341818159139762,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,5.0,0.0,1.0462608360500305,1.0320111967613292,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,5.5,0.0,1.0462608360500305,1.0294480390009866,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,6.0,0.0,1.0462608360500305,1.0273928533943777,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,6.5,0.0,1.0462608360500305,1.0258643917886274,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,7.0,0.0,1.0462608360500305,1.0247022181845626,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,7.5,0.0,1.0462608360500305,1.023560081212529,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,8.0,0.0,1.0462608360500305,1.0225150543398975,iron,3.0,100.0,261.8249144343319
252.0,0.2792465053382593,8.5,0.0,1.0462608360500305,1.021201201400175,iron,3.0,100.0,261.8249144343319
2.0,0.016424226734417617,4.5,0.0,1.0065350109536124,1.00532785372415,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,5.0,0.0,1.0065350109536124,1.0050506990919403,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,5.5,0.0,1.0065350109536124,1.0047038137269886,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,6.0,0.0,1.0065350109536124,1.0044258762432818,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,6.5,0.0,1.0065350109536124,1.0042228354872242,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,7.0,0.0,1.0065350109536124,1.0040720812309196,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,7.5,0.0,1.0065350109536124,1.0039204837302145,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,8.0,0.0,1.0065350109536124,1.003780629698626,proton,3.0,100.0,15.769328794692221
2.0,0.016424226734417617,8.5,0.0,1.0065350109536124,1.0035942955886763,proton,3.0,100.0,15.769328794692221
52.0,0.0012756613424792338,4.5,0.0,1.0007019255501868,1.000245837193468,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,5.0,0.0,1.0007019255501868,1.0002316452723825,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,5.5,0.0,1.0007019255501868,1.0002146796490174,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,6.0,0.0,1.0007019255501868,1.0002010513719208,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,6.5,0.0,1.0007019255501868,1.0001909362294144,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,7.0,0.0,1.0007019255501868,1.0001832723767603,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,7.5,0.0,1.0007019255501868,1.0001757074505178,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,8.0,0.0,1.0007019255501868,1.0001687685393073,proton,3.0,100.0,1.1991645552186945
52.0,0.0012756613424792338,8.5,0.0,1.0007019255501868,1.0001599429084478,proton,3.0,100.0,1.1991645552186945
102.0,0.0007605432261228764,4.5,0.0,1.0004185344705838,1.0001341329238616,proton,3.0,100.0,0.7141107167546897
