# Provided by Libamtrack ,,,,,
# Generated: 15/3/2022 @ 13:4:33,,,,,
# Stopping power,,,,,
E_MeV_u,proton_LET_keV_um,carbon_LET_keV_um,neon_LET_keV_um,argon_LET_keV_um,iron_LET_keV_um
0.426663087,45.25905431,793.3577428,1471.856467,2753.098374,3926.871439
0.434008101,44.80692732,791.4258123,1471.11203,2756.535727,3935.150307
0.441479561,44.35619494,789.4297229,1470.253332,2759.791843,3943.204894
0.449079642,43.90694367,787.3700812,1469.280705,2762.866378,3951.034298
0.456810558,43.45925222,785.2474093,1468.194319,2765.758669,3958.637149
0.464674562,43.0131916,783.0621423,1466.994178,2768.46772,3966.01159
0.472673946,42.56882122,780.8145528,1465.679975,2770.99193,3973.154877
0.480811038,42.12618718,778.5047129,1464.251018,2773.328943,3980.063167
0.489088212,41.6853208,776.1324581,1462.706156,2775.475508,3986.731307
0.497507876,41.24623718,773.6973518,1461.043713,2777.427332,3993.152622
0.506072486,40.80902939,771.2004542,1459.264823,2779.185435,3999.328047
0.514784535,40.37402111,768.6472842,1457.379081,2780.766971,4005.281751
0.523646563,39.94158677,766.0445333,1455.39838,2782.193609,4011.044489
0.532661151,39.51211886,763.3994731,1453.335811,2783.489459,4016.65065
0.541830925,39.08602866,760.7199844,1451.205731,2784.681233,4022.138498
0.551158556,38.66372301,758.0141181,1449.022935,2785.796681,4027.547938
0.560646764,38.24523484,755.2827985,1446.788686,2786.837691,4032.881594
0.570298311,37.83025219,752.5201337,1444.491172,2787.780923,4038.105554
0.580116009,37.41839522,749.7187187,1442.115566,2788.597021,4043.17705
0.59010272,37.00921961,746.8696534,1439.644036,2789.250563,4048.044339
0.600261351,36.60223079,743.9627841,1437.056171,2789.700843,4052.647788
0.610594864,36.19735474,740.9963028,1434.347542,2789.937898,4056.972234
0.621106269,35.79501454,737.9786308,1431.533519,2789.990269,4061.058483
0.631798628,35.39568259,734.9194851,1428.63212,2789.891875,4064.955331
0.642675056,34.99985948,731.8294748,1425.663249,2789.680592,4068.71753
0.653738722,34.60801614,728.7189056,1422.646386,2789.393757,4072.399259
0.664992849,34.22019428,725.5892878,1419.583969,2789.035519,4076.006406
0.676440716,33.83620373,722.4372347,1416.468854,2788.59119,4079.51732
0.688085658,33.45580768,719.2582747,1413.2917,2788.041619,4082.903725
0.699931069,33.07872285,716.0468189,1410.040885,2787.36298,4086.130364
0.711980398,32.70470578,712.798008,1406.70612,2786.533887,4089.16541
0.724237157,32.33357235,709.5081691,1403.279375,2785.53724,4091.983193
0.736704916,31.96510307,706.1727668,1399.750834,2784.352242,4094.552485
0.749387309,31.59904699,702.7864648,1396.109004,2782.954563,4096.836717
0.762288028,31.23558164,699.3533993,1392.361144,2781.357117,4098.854042
0.775410834,30.87549526,695.891606,1388.542315,2779.628566,4100.704916
0.78875955,30.51967816,692.4219351,1384.693513,2777.850057,4102.508662
0.802338063,30.16901028,688.9655617,1380.856751,2776.105469,4104.389149
0.816150332,29.82334356,685.5205854,1377.028066,2774.386769,4106.334749
0.830200378,29.48169181,682.0656571,1373.164303,2772.606719,4108.216419
0.844492297,29.14292109,678.5754277,1369.21385,2770.660198,4109.878022
0.859030251,28.806103,675.0287176,1365.133057,2768.457311,4111.185328
0.873818477,28.4713172,671.4275945,1360.925002,2766.002327,4112.143485
0.888861282,28.13886124,667.7793745,1356.603449,2763.321313,4112.790094
0.904163049,27.80906219,664.092285,1352.184147,2760.444598,4113.169265
0.919728237,27.48241294,660.378762,1347.691574,2757.42064,4113.352332
0.93556138,27.15952192,656.6543565,1343.156806,2754.311846,4113.431784
0.95166709,26.84100099,652.9350926,1338.612173,2751.183757,4113.505213
0.968050061,26.52678885,649.2209089,1334.057251,2748.035032,4113.570536
0.984715065,26.21617264,645.4956914,1329.458551,2744.796044,4113.523326
1.001666958,25.90835145,641.7407494,1324.776956,2741.384883,4113.240227
1.018910678,25.60297992,637.9482967,1319.995552,2737.764928,4112.665325
1.036451248,25.30015143,634.1213683,1315.11971,2733.945542,4111.81159
1.05429378,24.99996775,630.2632925,1310.155465,2729.937542,4110.694233
1.072443472,24.70252322,626.3772961,1305.108697,2725.751521,4109.328182
1.090905611,24.40790374,622.4664721,1299.985064,2721.397692,4107.727856
1.109685576,24.11618565,618.5337436,1294.789923,2716.885728,4105.906917
1.128788839,23.82743451,614.5818255,1289.528249,2712.22458,4103.877984
1.148220965,23.54170382,610.6131827,1284.204539,2707.422269,4101.652326
1.167987615,23.25903365,606.629984,1278.82271,2702.485663,4099.239506
1.188094549,22.97944913,602.6340526,1273.385991,2697.420229,4096.646994
1.208547624,22.70295888,598.6268127,1267.896799,2692.229757,4093.87974
1.229352799,22.42955324,594.6092315,1262.356606,2686.916058,4090.939696
1.250516136,22.15920395,590.5817949,1256.765878,2681.478807,4087.82556
1.2720438,21.89189742,586.5453875,1251.125939,2675.91951,4084.538804
1.293942063,21.62763896,582.5014137,1245.439241,2670.242097,4081.084612
1.316217305,21.36641764,578.4508617,1239.707372,2664.448679,4077.465392
1.338876016,21.1082029,574.3941969,1233.930816,2658.539,4073.679934
1.361924798,20.85294254,570.3312944,1228.108794,2652.510077,4069.722825
1.385370365,20.60056071,566.2613677,1222.239097,2646.355791,4065.583804
1.409219547,20.35095573,562.1828908,1216.3179,2640.066455,4061.247051
1.433479294,20.10399765,558.0935155,1210.339563,2633.628332,4056.690417
1.458156673,19.85952582,553.9899817,1204.296415,2627.023116,4051.88458
1.483258874,19.61734614,549.8680219,1198.178523,2620.227367,4046.792119
1.50879321,19.37726012,545.7231574,1191.975404,2613.216202,4041.373172
1.534767119,19.13927256,541.5565726,1185.688882,2605.991528,4035.629138
1.561188171,18.90348317,537.3721695,1179.326769,2598.568468,4029.581898
1.588064061,18.66998806,533.1738152,1172.896882,2590.962306,4023.253696
1.61540262,18.43887858,528.9653055,1166.406962,2583.188314,4016.666861
1.643211813,18.21024061,524.7503387,1159.864616,2575.261619,4009.84361
1.671499743,17.98415373,520.5324865,1153.277252,2567.197059,4002.80582
1.700274649,17.76069033,516.3151642,1146.652007,2559.00902,3995.574774
1.729544916,17.53991473,512.1015962,1139.995667,2550.711256,3988.170875
1.759319072,17.32187842,507.8946728,1133.314346,2542.316152,3980.612489
1.78960579,17.10659188,503.6961081,1126.611592,2533.830452,3972.90923
1.820413895,16.89403545,499.5067374,1119.889023,2525.25662,3965.064042
1.851752362,16.68417134,495.3268525,1113.147058,2516.594439,3957.075659
1.883630322,16.47694195,491.156142,1106.384767,2507.840633,3948.937988
1.916057061,16.27226805,486.9936226,1099.599704,2498.988448,3940.639404
1.949042027,16.07004675,482.8375673,1092.787721,2490.027186,3932.161984
1.982594831,15.87014943,478.6854271,1085.942775,2480.941709,3923.480673
2.016725246,15.67244666,474.5345733,1079.058594,2471.716196,3914.569176
2.051443218,15.47691181,470.3854445,1072.135845,2462.350606,3905.426068
2.08675886,15.28354084,466.2391606,1065.176767,2452.848516,3896.055653
2.122682462,15.09231587,462.0964184,1058.182662,2443.211384,3886.458881
2.159224489,14.9032038,457.957442,1051.153765,2433.438223,3876.632802
2.196395588,14.71615487,453.8219283,1044.089113,2423.525254,3866.569991
2.234206589,14.53110109,449.68899,1036.986393,2413.465529,3856.257901
2.272668507,14.34797896,445.5578502,1029.843537,2403.252602,3845.684709
2.311792547,14.1667924,441.429808,1022.663279,2392.891195,3834.85641
2.351590109,13.98755274,437.3063951,1015.448924,2382.387442,3823.781292
2.392072787,13.8102603,433.1888027,1008.20303,2371.74578,3812.464959
2.433252375,13.63490326,429.0778391,1000.927293,2360.968676,3800.90987
2.475140871,13.46145647,424.9738849,993.6224337,2350.05633,3789.114837
2.517750478,13.28989728,420.877389,986.2893509,2339.00937,3777.079348
2.56109361,13.12029152,416.7915984,978.9355336,2327.844115,3764.828258
2.605182895,12.95273824,412.7208412,971.5710934,2316.583325,3752.397004
2.650031179,12.787335,408.6694313,964.2062101,2305.250179,3739.821915
2.695651526,12.62417739,404.6416512,956.8510889,2293.868181,3727.140071
2.742057229,12.46335762,400.6417027,949.5158443,2282.460879,3714.388851
2.789261808,12.30488324,396.6710839,942.2042663,2271.036847,3701.581456
2.837279014,12.14860449,392.7262004,934.9080617,2259.575555,3688.683661
2.886122837,11.99432823,388.8019883,927.615365,2248.047604,3675.646519
2.935807508,11.84182886,384.8922519,920.3115062,2236.416469,3662.409101
2.986347502,11.6908461,380.9895792,912.9787798,2224.637841,3648.897328
3.037757543,11.54119017,377.0887662,905.6046377,2212.679547,3635.056575
3.090052609,11.39289423,373.1918427,898.1938444,2200.551493,3620.901107
3.143247936,11.24602152,369.3018326,890.7536151,2188.269729,3606.455404
3.197359021,11.10063265,365.4216888,883.2910674,2175.85026,3591.744021
3.25240163,10.95678518,361.5542761,875.8131776,2163.308935,3576.791412
3.308391799,10.81453313,357.7023529,868.3267344,2150.661327,3561.621729
3.36534584,10.67392648,353.8685522,860.838288,2137.922603,3546.258607
3.423280346,10.5350106,350.0553597,853.3540947,2125.107385,3530.724923
3.482212196,10.39782563,346.2650913,845.8800564,2112.229581,3515.042521
3.542158559,10.26239863,342.4996268,838.4210653,2099.300742,3499.229453
3.6031369,10.12873092,338.7599821,830.9799414,2086.327357,3483.295443
3.665164985,9.9968109,335.0467291,823.558444,2073.313332,3467.245956
3.728260884,9.866615679,331.3600446,816.1573796,2060.260226,3451.082565
3.792442981,9.738109948,327.6996696,808.7764919,2047.166939,3434.802395
3.857729974,9.611244827,324.0648657,801.4143431,2034.029379,3418.397523
3.924140885,9.485956623,320.4543693,794.0681879,2020.840097,3401.854328
3.99169506,9.36216628,316.8663683,786.733904,2007.588067,3385.153066
4.060412183,9.239823773,313.3000033,779.4097129,1994.268159,3368.283826
4.130312272,9.118937756,309.7563846,772.0987377,1980.887782,3351.257845
4.201415692,8.99951537,306.2365612,764.8039805,1967.454132,3334.086079
4.27374316,8.881555814,302.7413017,757.5277698,1953.972766,3316.77678
4.347315747,8.765049536,299.2710636,750.2716787,1940.447364,3299.335064
4.422154888,8.649977371,295.8259612,743.036435,1926.879474,3281.762459
4.498282386,8.536310293,292.4057548,735.8218862,1913.268388,3264.056661
4.57572042,8.424029747,289.0105452,728.6287422,1899.615661,3246.219216
4.654491553,8.313133354,285.640973,721.4590861,1885.926472,3228.257896
4.734618732,8.203611855,282.2974292,714.3143894,1872.204472,3210.177907
4.816125302,8.095446888,278.9799771,707.1953072,1858.451222,3191.980914
4.89903501,7.988610119,275.6883198,700.1015886,1844.665935,3173.664551
4.98337201,7.883062517,272.4217728,693.0319985,1830.845233,3155.221986
5.069160874,7.778776276,269.1800207,685.9862373,1816.9882,3136.650593
5.156426595,7.675757157,265.9638942,678.9669319,1803.101702,3117.961196
5.245194598,7.574008943,262.774144,671.9765269,1789.192213,3099.164019
5.335490743,7.473528318,259.6112632,665.0168256,1775.264579,3080.266544
5.427341339,7.374304157,256.4754605,658.0889163,1761.321805,3061.273108
5.520773145,7.276317984,253.3666746,651.1932028,1747.365107,3042.184976
5.615813382,7.179555883,250.2849882,644.3304632,1733.39674,3023.005241
5.712489738,7.084004031,247.2304729,637.5014542,1719.418944,3003.737001
5.81083038,6.989640147,244.2028911,630.7061388,1705.431853,2984.3797
5.910863959,6.896432557,241.2016613,623.9435916,1691.433211,2964.928602
6.012619618,6.80434176,238.2259118,617.21213,1677.418704,2945.37533
6.116127003,6.713357197,235.2757682,610.5126492,1663.391011,2925.723768
6.22141627,6.623493397,232.3522235,603.8483046,1649.359036,2905.988801
6.328518094,6.534760788,229.4561175,597.2218723,1635.330748,2886.183779
6.437463679,6.447164296,226.5880869,590.6356147,1621.312805,2866.31984
6.548284764,6.360701324,223.748493,584.091088,1607.310005,2846.404909
6.661013637,6.27535422,220.9371556,577.5884405,1593.323322,2826.440206
6.77568314,6.191094082,218.1534853,571.126747,1579.350792,2806.421738
6.892326681,6.107882561,215.3965447,564.7041643,1565.387899,2786.340962
7.010978243,6.025674102,212.6651277,558.3181299,1551.428099,2766.185676
7.131672395,5.944470017,209.9596679,551.9703764,1537.476769,2745.964894
7.254444299,5.864317427,207.2822082,545.6668804,1523.551199,2725.709023
7.379329725,5.785264226,204.6348137,539.4137057,1509.669106,2705.449456
7.506365056,5.707354725,202.019417,533.2165953,1495.847488,2685.216517
7.635587303,5.630574688,199.4358713,527.0758213,1482.088128,2665.013395
7.767034114,5.554845245,196.881727,520.9855586,1468.375652,2644.812404
7.900743785,5.480070671,194.3539196,514.9383179,1454.689851,2624.576964
8.036755271,5.406148657,191.849133,508.9259013,1441.00833,2604.266315
8.175108198,5.333049882,189.3666252,502.9469029,1427.327782,2583.873987
8.315842873,5.260786619,186.9071208,497.0038073,1413.65595,2563.41352
8.459000299,5.189367943,184.4712234,491.0987849,1399.999764,2542.897092
8.604622184,5.118818712,182.0600905,485.2354881,1386.370468,2522.344821
8.752750953,5.049209828,179.6765113,479.4219362,1372.79192,2501.799967
8.903429762,4.980621694,177.3236105,473.6670741,1359.290856,2481.311349
9.05670251,4.91311886,175.0039448,467.9783616,1345.889983,2460.920752
9.212613852,4.846636261,172.715448,462.3509067,1332.576605,2440.605417
9.371209211,4.781040855,170.4536177,456.77326,1319.318981,2420.307501
9.532534794,4.716189961,168.2135912,451.2329512,1306.082144,2399.962868
9.696637599,4.65204198,165.9940968,445.7270951,1292.858643,2379.557622
9.863565439,4.588627691,163.7964372,440.2597093,1279.661039,2359.114682
10.03336694,4.525977564,161.6218988,434.8347782,1266.501911,2338.657173
10.20609159,4.464113454,159.4714554,429.4554534,1253.391518,2318.204094
10.38178969,4.403049967,157.345816,424.1241786,1240.338141,2297.77092
10.56051244,4.342798561,155.2455715,418.8430801,1227.3492,2277.371647
10.7423119,4.283367284,153.1711848,413.613939,1214.431166,2257.018607
10.92724105,4.224760406,151.1229777,408.4381534,1201.589437,2236.72223
11.11535375,4.166978023,149.1011164,403.316698,1188.828201,2216.490775
11.30670482,4.110015629,147.1055966,398.2500801,1176.150304,2196.33005
11.50135001,4.053863667,145.1362268,393.2382933,1163.557086,2176.243108
11.69934601,3.998507036,143.1926111,388.2807679,1151.04823,2156.229919
11.90075052,3.943924574,141.2741301,383.3763176,1138.621579,2136.287021
12.10562222,3.890088496,139.3799209,378.5230828,1126.272955,2116.407139
12.31402078,3.836963802,137.508856,373.7184702,1113.995958,2096.578787
12.52600693,3.784509742,135.6595954,368.959293,1101.78237,2076.78699
12.74164243,3.732711877,133.8317366,364.2448982,1089.631489,2057.030886
12.9609901,3.681578966,132.025704,359.5768753,1077.549327,2037.322316
13.18411384,3.631117692,130.2418429,354.9565953,1065.541279,2017.672039
13.41107866,3.581331594,128.480382,350.3851061,1053.611805,1998.089115
13.64195069,3.532220741,126.7414212,345.8630987,1041.764311,1978.580674
13.87679719,3.483781378,125.0249192,341.3908715,1030.00104,1959.151683
14.11568657,3.436005548,123.3306797,336.9682917,1018.322937,1939.80468
14.35868844,3.388880686,121.6583368,332.5947545,1006.729518,1920.539503
14.60587359,3.342389184,120.0073397,328.2691392,995.2187241,1901.352988
14.85731404,3.296507932,118.3769359,323.989762,983.7867655,1882.238651
15.11308304,3.251213243,116.7663486,319.7548601,972.4295807,1863.189462
15.37325511,3.206505505,115.1756616,315.5650177,961.1502238,1844.212012
15.63790605,3.162392093,113.6052068,311.4214916,949.9538108,1825.316904
15.90711297,3.118877784,112.0552198,307.325269,938.8446562,1806.513266
16.18095428,3.075964472,110.5258295,303.2770389,927.8261772,1787.808558
16.45950978,3.033650871,109.0170481,299.2771617,916.9007934,1769.208366
16.74286062,2.991932195,107.5287589,295.3256373,906.06982,1750.716178
17.03108935,2.950799815,106.0607044,291.4220703,895.3333529,1732.333147
17.32427995,2.910240891,104.612473,287.5656332,884.690146,1714.057842
17.62251783,2.87024043,103.1835734,283.7552689,874.1382268,1695.887417
17.92588988,2.830793582,101.7738761,279.9909072,863.6786419,1677.824883
18.23448448,2.791897478,100.3833206,276.2726596,853.3129923,1659.874348
18.54839155,2.753545859,99.01172239,272.6002886,843.041794,1642.037836
18.86770254,2.715728742,97.65876096,268.9731742,832.8643657,1624.315048
19.19251047,2.678432069,96.32396706,265.3902783,822.7787128,1606.703123
19.52290998,2.641637329,95.00670932,261.8501071,812.7814017,1589.196376
19.85899733,2.605321159,93.70617991,258.3506712,802.8674271,1571.786017
20.20087042,2.569463046,92.42167165,254.8902493,793.0325801,1554.46478
20.54862887,2.534066631,91.15334433,251.4695029,783.2800404,1537.239863
20.90237399,2.499139747,89.90150708,248.0894997,773.614255,1520.120997
21.26220884,2.464688382,88.66640128,244.7511153,764.0390752,1503.11679
21.62823825,2.430716477,87.44819321,241.4550121,754.5576886,1486.234584
22.00056887,2.397225706,86.24696631,238.2016181,745.1725457,1469.480303
22.37930917,2.364215241,85.06271264,234.9911028,735.8852815,1452.85829
22.76456949,2.331681498,83.89532396,231.8233526,726.6966319,1436.371128
23.15646208,2.299617871,82.74458201,228.6979431,717.6063443,1420.019455
23.55510111,2.26801444,81.61014815,225.6141109,708.6130815,1403.801757
23.96060271,2.236857662,80.49155229,222.5707224,699.7143197,1387.714162
24.37308504,2.206130043,79.38818104,219.5662408,690.9062394,1371.750201
24.79266826,2.175809781,78.29926497,216.598691,682.1836086,1355.900568
25.21947461,2.145876485,77.2240845,213.6662285,673.5415721,1340.156664
25.65362845,2.116332432,76.16273483,210.7692571,664.9823342,1324.52391
26.09525625,2.087185434,75.1155096,207.9087252,656.50981,1309.01116
26.54448669,2.058441885,74.0826507,205.0854336,648.1274441,1293.626363
27.00145064,2.030106599,73.06434239,202.3000189,639.838157,1278.376448
27.46628123,2.002182555,72.06070231,199.552929,631.6442626,1263.267152
27.9391139,1.974667469,71.07165789,196.8440808,623.5463811,1248.300838
28.42008638,1.947552008,70.09688236,194.1726819,615.5428693,1233.475337
28.90933883,1.920823303,69.13592101,191.5375807,607.6309208,1218.786129
29.40701376,1.894464946,68.18819118,188.9372662,599.8065617,1204.226325
29.91325618,1.868456815,67.252976,186.3698504,592.0645921,1189.78654
30.42821357,1.842786433,66.32983321,183.8342015,584.4021847,1175.462117
30.95203597,1.817459063,65.41895865,181.3309518,576.8221002,1161.259627
31.48487598,1.79248073,64.52057521,178.8608055,569.327318,1147.186097
32.02688884,1.767856144,63.63485796,176.4243306,561.9203753,1133.247678
32.57823247,1.743588547,62.76192889,174.0219447,554.6033189,1119.449545
33.13906749,1.719679562,61.9018512,171.6538992,547.3776532,1105.795783
33.7095573,1.696129018,61.05462328,169.3202624,540.2442849,1092.289272
34.2898681,1.672934772,60.2201722,167.0209014,533.2034634,1078.931562
34.88016897,1.650092526,59.39834717,164.7554644,526.254722,1065.722744
35.48063188,1.627597128,58.58896634,162.5235102,519.3972901,1052.662281
36.09143178,1.605443931,57.79186582,160.3246443,512.6305284,1039.749888
36.7127466,1.583626269,57.00680871,158.1582667,505.9531221,1026.983898
37.34475738,1.562134932,56.23346637,156.02352,499.3629139,1014.360913
37.98764824,1.540957936,55.47141009,153.9192663,492.856828,1001.875643
38.64160648,1.520080275,54.72010213,151.8440624,486.4307892,989.5207403
39.30682262,1.499483654,53.97888618,149.7961332,480.0796366,977.2866121
39.98349048,1.479146684,53.24699435,147.7733915,473.7971844,965.1615397
40.67180718,1.459059663,52.52407935,145.7749146,467.5809585,953.1413267
41.37197328,1.439229136,51.81037853,143.8014003,461.4336669,941.2323258
42.08419275,1.419661968,51.10614067,141.8535766,455.3581049,929.4410731
42.8086731,1.400364257,50.41158682,139.9320923,449.3568055,917.7735749
43.54562539,1.38134124,49.72690689,138.0375084,443.4320092,906.2352418
44.29526433,1.362597188,49.05225598,136.1702876,437.5856302,894.8308181
45.05780833,1.344135092,48.38774292,134.3307623,431.8191543,883.5641686
45.83347953,1.325952547,47.73328224,132.5187241,426.1323161,872.435569
46.62250394,1.308041469,47.08858393,130.7333951,420.523005,861.4415008
47.42511142,1.290391273,46.45326784,128.9737456,414.988285,850.5767315
48.2415358,1.272988793,45.82686089,127.238486,409.5243686,839.8342567
49.07201495,1.255818058,45.20878888,125.526045,404.1265433,829.2051459
49.91679081,1.23886035,44.59837866,123.8345746,398.7891907,818.6785761
50.77610952,1.222108678,43.99537927,122.1633981,393.5104469,808.2514016
51.65022141,1.205576097,43.4002612,120.5138407,388.2948868,797.9336894
52.53938116,1.189277544,42.81356275,118.8874151,383.1476831,787.7367434
53.44384781,1.173228262,42.23583318,117.2856633,378.0740982,777.6720606
54.36388488,1.157443789,41.66763232,115.7101561,373.0794809,767.7513232
55.29976041,1.141938008,41.10946033,114.1622976,368.1686373,757.9851027
56.25174706,1.126709161,40.56125432,112.6419275,363.3413207,748.3735662
57.22012218,1.111746235,40.02261821,111.1479591,358.5942855,738.9106863
58.2051679,1.097035614,39.49306206,109.6790445,353.9234295,729.5886437
59.2071712,1.082560892,38.97199562,108.233556,349.3237359,720.397705
60.22642402,1.068303143,38.4587378,106.8096131,344.7893582,711.3263945
61.26322329,1.054245875,37.95269513,105.4055775,340.3152198,702.3647947
62.31787109,1.040373294,37.45329922,104.0198803,335.8964555,693.5033962
63.39067467,1.026666897,36.95988413,102.6506806,331.527312,684.7308283
64.48194659,1.013105189,36.47167628,101.295838,327.2010569,676.0336704
