# Provided by Libamtrack ,,,,,
# Generated: 15/3/2022 @ 13:4:33,,,,,
# Stopping power,,,,,
E_MeV_u,proton_LET_keV_um,carbon_LET_keV_um,neon_LET_keV_um,argon_LET_keV_um,iron_LET_keV_um
65.59200479,0.999672014,35.98809418,99.95374522,322.9126689,667.4020081
66.72117266,0.98638462,35.50975894,98.6261343,318.6679073,658.8481927
67.86977918,0.973270658,35.03766606,97.31577693,314.4758876,650.391523
69.03815899,0.96035976,34.57288241,96.02564263,310.3463631,642.0526305
70.22665249,0.947681319,34.11646631,94.75867682,306.2890075,633.8519961
71.43560592,0.935237108,33.66848163,93.51506253,302.3045625,625.7916223
72.66537152,0.92300744,33.22821976,92.29283677,298.3868252,617.859121
73.91630756,0.910969003,32.79484151,91.08967353,294.5284099,610.0396264
75.1887785,0.899096355,32.36743105,89.90303342,290.721232,602.3167961
76.48315505,0.887381333,31.94569463,88.73210464,286.9627848,594.6858185
77.79981432,0.87583019,31.52985734,87.57751622,283.255216,587.1515138
79.13913992,0.864449339,31.12015012,86.43991319,279.6007203,579.7187947
80.50152203,0.853244268,30.71677062,85.31984781,276.0011887,572.3919376
81.88735758,0.842215369,30.31973295,84.21736239,272.4568578,565.171781
83.29705033,0.831360112,29.92894608,83.13220691,268.9670141,558.0571817
84.73101096,0.820674738,29.54427477,82.06400838,265.5305414,551.0461498
86.18965727,0.810152366,29.16547124,81.01208101,262.1453067,544.1345726
87.6734142,0.799781121,28.79210809,79.97523986,258.807557,537.3149608
89.18271404,0.789546648,28.42366854,78.95205157,255.5127306,530.5781303
90.71799651,0.779437029,28.05972356,77.94132633,252.2570491,523.9165076
92.27970891,0.769462739,27.70065026,76.94411343,249.0439769,517.3375508
93.86830622,0.759642408,27.34711934,75.9622775,245.8796152,510.854193
95.48425127,0.749993236,26.99975006,74.99754019,242.7696004,504.4784018
97.12801485,0.740510766,26.65838191,74.04945709,239.7125549,498.2075666
98.80007586,0.731177529,26.32238608,73.11628284,236.7028859,492.0303042
100.5009214,0.721975121,25.99110001,72.1961782,233.7346928,485.9345758
102.2310471,0.712898607,25.66434602,71.28865075,230.8064318,479.9173863
103.9909569,0.703950268,25.34220631,70.39392981,227.918893,473.9805851
105.7811637,0.695131988,25.02474866,69.51220457,225.0727341,468.1257405
107.6021888,0.686445135,24.71202231,68.64361269,222.2684438,462.3540625
109.454563,0.677890505,24.40405596,67.78823467,219.5063237,456.666365
111.3388258,0.669468265,24.10085559,66.94608785,216.7864683,451.0630255
113.2555262,0.661177885,23.80240216,66.11711998,214.1087451,445.5439417
115.2052227,0.653018072,23.50864909,65.3012023,211.4727715,440.1084848
117.1884833,0.644986693,23.21951964,64.49812218,208.8778917,434.7554499
119.2058857,0.637080698,22.93490401,63.70757518,206.3231502,429.4830026
121.2580178,0.629296037,22.65465634,62.92915658,203.8072655,424.288622
123.3454774,0.621627564,22.37859143,62.16235238,201.3285999,419.1690396
125.4688726,0.614069435,22.1064989,61.40657855,198.8852876,414.1205045
127.6288221,0.606620124,21.8383238,60.66168288,196.4768596,409.1421682
129.8259552,0.599280886,21.57411133,59.92779116,194.103746,404.2350492
132.060912,0.592052562,21.31389175,59.20498781,191.7662415,399.3998793
134.3343437,0.584935481,21.0576769,58.49330598,189.4644738,394.6370377
136.6469125,0.577929407,20.80545828,57.79272231,187.1983862,389.946515
138.9992922,0.571033481,20.55720499,57.1031512,184.9677192,385.3278751
141.3921682,0.564246163,20.31286159,56.42443882,182.7719914,380.7802145
143.8262377,0.557565165,20.07234569,55.75635653,180.6104781,376.3021184
146.3022097,0.550987381,19.83554551,55.09859403,178.4821887,371.8916139
148.8208056,0.544508816,19.6023172,54.45075183,176.3858431,367.5461202
151.3827591,0.538125644,19.37252304,53.81244759,174.3202158,363.2631654
153.9888168,0.531837812,19.14616109,53.18367599,172.2853016,359.0428175
156.6397379,0.525645949,18.92325405,52.56450024,170.2813169,354.8856018
159.3362945,0.519550236,18.70380838,51.95493839,168.3083307,350.7917341
162.0792725,0.513550353,18.48781261,51.35495866,166.3662503,346.7610893
164.8694709,0.507645434,18.27523556,50.76447451,164.4548047,342.7931678
167.7077027,0.501834013,18.06602439,50.1833393,162.5735277,338.8870601
170.5947946,0.496113963,17.86010262,49.61134062,160.7217394,335.0414081
173.5315879,0.490482443,17.65736789,49.04819421,158.8985267,331.2543644
176.5189382,0.484936581,17.45771689,48.49361314,157.1029672,327.5240596
179.5577158,0.479476162,17.2611418,47.94757577,155.3349975,323.8504122
182.648806,0.474101453,17.06765226,47.41010892,153.594711,320.2336647
185.7931094,0.46881229,16.87724242,46.88119639,151.8820609,316.6737661
188.991542,0.463608039,16.68988937,46.36077457,150.1968467,313.1703418
192.2450358,0.458487542,16.50555149,45.84872789,148.5386992,309.7226635
195.5545385,0.453449074,16.32416666,45.34488382,146.9070641,306.3296152
198.9210144,0.44849029,16.14565042,44.84900778,145.3011861,302.9896589
202.3454442,0.443609121,15.96992835,44.36089307,143.7203995,299.7014423
205.8288257,0.43880543,15.79699548,43.88052594,142.1646638,296.4649141
209.3721737,0.434079077,15.62684675,43.40789233,140.6339369,293.2800189
212.9765204,0.429429494,15.45946177,42.94293562,139.128039,290.1464114
216.6429161,0.424855648,15.29480332,42.48555245,137.6466381,287.0634285
220.3724289,0.420355993,15.13281576,42.03558826,136.1892366,284.0300592
224.1661453,0.415928432,14.97342355,41.59283327,134.7551575,281.0449175
228.0251707,0.411571221,14.81656396,41.15711321,133.3438387,278.1068554
231.9506293,0.407284012,14.66222442,40.72839318,131.9551695,275.2156649
235.9436647,0.403066281,14.5103861,40.30662087,130.5889826,272.3710191
240.0054403,0.39891708,14.36101488,39.89170157,129.2449732,269.5723026
244.1371395,0.394834998,14.21405993,39.48349404,127.9226857,266.8185846
248.3399659,0.390818115,14.06945213,39.0818063,126.6214997,264.1085898
252.6151442,0.38686459,13.92712525,38.68645439,125.340821,261.4410957
256.9639197,0.382974157,13.78706966,38.29741155,124.0805643,258.8159412
261.3875595,0.37914662,13.64927832,37.91465825,122.8406677,256.2330127
265.8873523,0.375381429,13.51373144,37.53813952,121.6209545,253.6919561
270.4646092,0.371677645,13.38039523,37.1677615,120.4211218,251.1921535
275.1206637,0.368033948,13.24922214,36.80339214,119.2407429,248.7327278
279.8568722,0.364449657,13.12018767,36.44496331,118.0795981,246.3132332
284.6746147,0.360924872,12.99329539,36.09248501,116.9377208,243.9337508
289.5752947,0.357459445,12.86854003,35.74594258,115.8150644,241.5941946
294.5603401,0.354052906,12.7459046,35.40528881,114.7114767,239.2942574
299.6312031,0.350704438,12.62535975,35.07044218,113.6266945,237.0333999
304.7893612,0.347413468,12.50688484,34.74134535,112.5605326,234.8112452
310.036317,0.344179929,12.39047744,34.41799162,111.51297,232.627758
315.3735994,0.341003513,12.27612646,34.10035013,110.4839074,230.4827393
320.8027631,0.337883584,12.16380901,33.78835734,109.4731394,228.3757687
326.3253901,0.334819149,12.05348936,33.48191395,108.4803449,226.3061832
331.9430892,0.331808823,11.94511763,33.18088148,107.5050757,224.2730548
337.6574971,0.328850795,11.83862862,32.88507875,106.5467452,222.2751662
343.4702787,0.325942787,11.73394032,32.59427799,105.6046159,220.3109848
349.3831274,0.323082047,11.6309537,32.30820413,104.6777969,218.3786579
355.397766,0.320267002,11.52961207,32.02669964,103.7657783,216.4771268
361.5159467,0.317498229,11.42993626,31.74982245,102.8687479,214.6067886
367.7394521,0.314776335,11.33194805,31.47763303,101.9869021,212.7680576
374.0700952,0.312101744,11.23566277,31.21017396,101.1203791,210.9612265
380.5097205,0.309474683,11.1410886,30.94746797,100.2692529,209.1864537
387.0602041,0.306895162,11.04822583,30.68951588,99.43352617,207.4437493
393.7234544,0.304362947,10.95706608,30.43629436,98.61312377,205.7329597
400.5014127,0.30187755,10.86759181,30.18775477,97.8078882,204.05376
407.3960537,0.29943843,10.77978348,29.94384277,97.01764363,202.4057867
414.4093862,0.297044969,10.69361887,29.70449664,96.24219026,200.7886259
421.5434533,0.29469626,10.60906537,29.46962582,95.48123488,199.201669
428.8003335,0.292391076,10.52607875,29.23910747,94.73437956,197.6440883
436.1821411,0.290127836,10.44460211,29.01278347,94.00111221,196.1148181
443.6910267,0.287904575,10.3645647,28.79045734,93.28079634,194.6125329
451.3291779,0.285719063,10.28588625,28.57190613,92.5727097,193.135728
459.0988201,0.283570686,10.2085447,28.3570685,91.87665366,191.6839912
467.0022169,0.281460056,10.132562,28.14600545,91.192826,190.257737
475.0416708,0.279387684,10.05795664,27.93876834,90.52139318,188.8573145
483.2195241,0.277353946,9.984742072,27.73539456,89.86247646,187.4829786
491.5381593,0.275359062,9.912926215,27.53590607,89.21614707,186.1348794
500,0.273403089,9.84251119,27.34030879,88.58242423,184.8130587
