,E_MeV_u,voltage_V,electrode_gap_cm,particle,grid_size_um,numba_parallel_time,cython_time
0,250,300,0.5,proton,2.0,227.41077399253845,1125.6609201431274
1,250,300,0.5,proton,2.5,64.35261583328247,412.9133667945862
2,250,300,0.5,proton,3.0,25.336730241775513,181.8010289669037
3,250,300,0.5,proton,3.5,4.95456600189209,89.47433996200562
4,250,300,0.5,proton,4.0,3.192072868347168,50.57009959220886
