# Provided by Libamtrack ,,,,
# Generated: 15/3/2022 @ 13:0:7,,,,
# Stopping power,,,,
E_MeV_u_x,proton_LET_keV_um,carbon_LET_keV_um,neon_LET_keV_um,iron_LET_keV_um
1.671499743,0.018678262,0.540622735,1.197788646,4.157296395
1.700274649,0.018453294,0.536449609,1.191367333,4.151387898
1.729544916,0.01823068,0.532269414,1.184891495,4.145234836
1.759319072,0.018010307,0.528080096,1.178356027,4.138815265
1.78960579,0.01779214,0.523881787,1.171760679,4.132124016
1.820413895,0.017576175,0.519675577,1.165107357,4.125163469
1.851752362,0.017362391,0.515462141,1.158397052,4.1179328
1.883630322,0.017150756,0.511241671,1.151629693,4.110427385
1.916057061,0.016941217,0.507013823,1.144804004,4.102638218
1.949042027,0.016733703,0.502777655,1.137917354,4.094551282
1.982594831,0.01652812,0.498531563,1.130965596,4.086146857
2.016725246,0.016324392,0.494274344,1.123945458,4.077408096
2.051443218,0.016122596,0.490009552,1.116864502,4.068357344
2.08675886,0.015922862,0.485742283,1.109733885,4.059030491
2.122682462,0.015725319,0.481477714,1.102565069,4.049465143
2.159224489,0.015530096,0.477221092,1.095369791,4.039700567
2.196395588,0.015337323,0.472977719,1.088160038,4.029777629
2.234206589,0.015147127,0.468752943,1.08094802,4.01973871
2.272668507,0.014959595,0.464550785,1.073743003,4.009615925
2.311792547,0.014774649,0.460370291,1.066542818,3.999399067
2.351590109,0.014592156,0.456208683,1.059341052,3.989061783
2.392072787,0.014411954,0.452062232,1.052129024,3.978568717
2.433252375,0.014233851,0.447926166,1.044895551,3.96787443
2.475140871,0.01405762,0.443794575,1.037626691,3.956922225
2.517750478,0.013883039,0.439661592,1.030308487,3.945654393
2.56109361,0.013710095,0.435527852,1.02294214,3.934070574
2.605182895,0.013538849,0.43139645,1.015534664,3.922192884
2.650031179,0.013369361,0.42727037,1.008092881,3.910043111
2.695651526,0.013201685,0.423152457,1.000623363,3.897642458
2.742057229,0.013035868,0.419045386,0.993132344,3.885011216
2.789261808,0.012871936,0.414951092,0.985624376,3.872163441
2.837279014,0.012709873,0.410870257,0.978101067,3.859101846
2.886122837,0.01254965,0.406803028,0.970562781,3.845824295
2.935807508,0.012391222,0.402749062,0.963008722,3.832324038
2.986347502,0.012234528,0.398707482,0.955436816,3.818589129
3.037757543,0.012079525,0.394677951,0.947846276,3.804612625
3.090052609,0.011926235,0.390662259,0.940241442,3.790408163
3.143247936,0.011774685,0.386662304,0.932626959,3.775990888
3.197359021,0.01162489,0.382679722,0.925006891,3.761373905
3.25240163,0.011476861,0.378715861,0.917384646,3.746567882
3.308391799,0.011330598,0.374771739,0.909762873,3.731580623
3.36534584,0.011186087,0.370848014,0.902143373,3.716416598
3.423280346,0.011043307,0.36694494,0.894526989,3.701076439
3.482212196,0.010902222,0.363062328,0.886913496,3.685556394
3.542158559,0.010762798,0.359200084,0.879302907,3.669853678
3.6031369,0.010625036,0.355359131,0.871697738,3.653975993
3.665164985,0.01048893,0.351540274,0.864100246,3.637930136
3.728260884,0.010354465,0.347743958,0.856511827,3.621719421
3.792442981,0.010221615,0.343970228,0.848932911,3.605343165
3.857729974,0.010090341,0.340218692,0.841362853,3.588796129
3.924140885,0.009960591,0.336488474,0.833799811,3.572067915
3.99169506,0.009832299,0.332778192,0.826240688,3.555142577
4.060412183,0.009705424,0.329087383,0.818684648,3.538013722
4.130312272,0.009579985,0.325417463,0.811135541,3.520695232
4.201415692,0.009455998,0.321769805,0.803597149,3.503201
4.27374316,0.009333472,0.318145534,0.796072671,3.48554265
4.347315747,0.009212407,0.314545498,0.788564641,3.467729148
4.422154888,0.009092797,0.310970239,0.781074847,3.449766378
4.498282386,0.008974626,0.307419971,0.773604279,3.431656827
4.57572042,0.008857878,0.303894947,0.766154026,3.413403533
4.654491553,0.008742542,0.300395545,0.758725518,3.395011153
4.734618732,0.008628599,0.296921829,0.751319399,3.376480961
4.816125302,0.00851602,0.293473488,0.743935374,3.357810056
4.89903501,0.008404762,0.2900498,0.736572104,3.33899082
4.98337201,0.008294773,0.286649604,0.729227132,3.320010453
5.069160874,0.00818602,0.283272445,0.721899784,3.300864159
5.156426595,0.008078525,0.27991975,0.714594192,3.281569185
5.245194598,0.007972314,0.276593014,0.707314692,3.262144073
5.335490743,0.007867405,0.273293547,0.700065186,3.242605732
5.427341339,0.007763814,0.270022458,0.69284908,3.222969123
5.520773145,0.007661546,0.26678059,0.685669129,3.20324646
5.615813382,0.007560589,0.263568099,0.678526333,3.183442004
5.712489738,0.007460913,0.260384536,0.671420147,3.163552843
5.81083038,0.007362479,0.25722906,0.664349004,3.143571243
5.910863959,0.007265233,0.254100404,0.657310228,3.12348411
6.012619618,0.007169116,0.250996972,0.650300274,3.103274047
6.116127003,0.007074116,0.247918901,0.643320076,3.082944865
6.22141627,0.006980268,0.244867869,0.636374576,3.062519804
6.328518094,0.006887602,0.241845488,0.629468574,3.042021853
6.437463679,0.006796148,0.238853237,0.622606556,3.021472934
6.548284764,0.006705919,0.23589212,0.61579179,3.000889435
6.661013637,0.006616874,0.23296107,0.609022148,2.980261662
6.77568314,0.006528937,0.230057941,0.602292663,2.959565857
6.892326681,0.006442021,0.227180056,0.595596945,2.938770897
7.010978243,0.006356028,0.224324369,0.588927596,2.917840193
7.131672395,0.006270951,0.221491045,0.582285622,2.89677842
7.254444299,0.006186874,0.218683421,0.575680378,2.875632108
7.379329725,0.006103887,0.215905053,0.569121854,2.854451778
7.506365056,0.006022079,0.213159496,0.562620082,2.833289043
7.635587303,0.005941466,0.210447704,0.556178263,2.812161856
7.767034114,0.005861985,0.207767741,0.54979197,2.791049769
7.900743785,0.005783552,0.205117069,0.543455151,2.769923738
8.036755271,0.005706082,0.202492932,0.537161136,2.74875114
8.175108198,0.005629559,0.199895122,0.530909987,2.727533457
8.315842873,0.005554011,0.197324896,0.524705663,2.706292326
8.459000299,0.005479461,0.194783422,0.518551891,2.685048581
8.604622184,0.005405906,0.192270858,0.512449726,2.663809517
8.752750953,0.005333274,0.189784965,0.506393822,2.642549187
8.903429762,0.005261474,0.187322703,0.500376663,2.62122989
9.05670251,0.005190418,0.18488128,0.494391361,2.599816698
9.212613852,0.005120165,0.182462948,0.488444492,2.578345269
9.371209211,0.005050836,0.180072349,0.482549066,2.556885934
9.532534794,0.004982553,0.177714023,0.476717859,2.535508892
9.696637599,0.004915307,0.175387928,0.470951396,2.514220016
9.863565439,0.004848994,0.173090534,0.465240818,2.492974989
10.03336694,0.004783498,0.170817919,0.459576161,2.471722916
10.20609159,0.004718779,0.16856888,0.453954751,2.450451505
10.38178969,0.004654853,0.166344174,0.448379169,2.429176801
10.56051244,0.004591734,0.164144486,0.442851808,2.407914082
10.7423119,0.004529433,0.161970379,0.437374735,2.386677097
10.92724105,0.004467956,0.159822283,0.431949655,2.365477825
11.11535375,0.004407307,0.157700479,0.426577869,2.344326224
11.30670482,0.004347485,0.155605087,0.421260236,2.323229955
11.50135001,0.004288483,0.153536047,0.415997125,2.302194091
11.69934601,0.00423029,0.151493103,0.410788364,2.281220793
11.90075052,0.004172889,0.149475787,0.405633196,2.260308975
12.10562222,0.004116256,0.147483396,0.400530216,2.239453937
12.31402078,0.004060362,0.145514974,0.395477317,2.218646974
12.52600693,0.004005169,0.143569356,0.390471811,2.197876006
12.74164243,0.003950666,0.141646215,0.385513277,2.177141591
12.9609901,0.003896861,0.139745963,0.380603286,2.156455604
13.18411384,0.003843759,0.137868917,0.375743159,2.13582865
13.41107866,0.003791363,0.136015269,0.370933864,2.115269466
13.64195069,0.003739672,0.13418507,0.36617598,2.094784672
13.87679719,0.003688679,0.132378217,0.361469659,2.074378518
14.11568657,0.003638375,0.130594439,0.356814582,2.054052599
14.35868844,0.003588744,0.128833279,0.352209918,2.033805562
14.60587359,0.003539766,0.127094082,0.347654277,2.013632779
14.85731404,0.003491414,0.125375972,0.343145656,1.993526008
15.11308304,0.003443661,0.123678061,0.338682006,1.973476631
15.37325511,0.003396509,0.122000476,0.334264045,1.953492092
15.63790605,0.003349968,0.120343652,0.329893326,1.933584804
15.90711297,0.003304045,0.11870793,0.325571147,1.913765823
16.18095428,0.003258746,0.117093554,0.321298527,1.894044659
16.45950978,0.003214072,0.115500655,0.317076171,1.874429077
16.74286062,0.003170022,0.113929244,0.312904444,1.854924881
17.03108935,0.003126592,0.112379197,0.308783336,1.835535684
17.32427995,0.003083771,0.110850243,0.304712425,1.816262659
17.62251783,0.003041549,0.109342016,0.300691013,1.797105325
17.92588988,0.00299992,0.107854369,0.296718999,1.778066742
18.23448448,0.002958878,0.106387159,0.292796286,1.759149981
18.54839155,0.002918416,0.104940103,0.288922378,1.740355738
18.86770254,0.002878519,0.103512763,0.285096351,1.721682077
19.19251047,0.002839169,0.102104535,0.281316807,1.703124152
19.52290998,0.002800345,0.10071463,0.277581836,1.684673923
19.85899733,0.002762016,0.099342064,0.273888968,1.666319845
20.20087042,0.002724159,0.097985977,0.27023608,1.648052325
20.54862887,0.002686778,0.096646544,0.266623881,1.629878984
20.90237399,0.002649881,0.095324125,0.263053595,1.611810629
21.26220884,0.002613477,0.094019016,0.259526255,1.593856973
21.62823825,0.00257757,0.092731438,0.256042688,1.5760265
22.00056887,0.002542164,0.09146153,0.252603486,1.558326304
22.37930917,0.00250726,0.090209341,0.249208988,1.540761926
22.76456949,0.002472855,0.088974823,0.245859253,1.523337182
23.15646208,0.002438944,0.087757816,0.242554032,1.506053968
23.55510111,0.002405521,0.086558044,0.239292741,1.488912061
23.96060271,0.002372571,0.085375098,0.236074429,1.471908904
24.37308504,0.002340081,0.084208429,0.232897743,1.455039372
24.79266826,0.002308029,0.083057331,0.229760895,1.438295527
25.21947461,0.002276397,0.081921138,0.226662196,1.421669934
25.65362845,0.002245186,0.080799938,0.22360204,1.405168155
26.09525625,0.002214405,0.079693994,0.2205813,1.388798778
26.54448669,0.002184057,0.07860351,0.217600678,1.372569317
27.00145064,0.002154147,0.077528622,0.214660683,1.356486089
27.46628123,0.002124676,0.076469387,0.211761606,1.340554019
27.9391139,0.00209564,0.075425666,0.208903187,1.324774525
28.42008638,0.002067027,0.074397061,0.206084441,1.30914438
28.90933883,0.002038822,0.073383033,0.203303989,1.293657781
29.40701376,0.002011006,0.072382901,0.200560056,1.278306305
29.91325618,0.001983556,0.071395837,0.197850449,1.263078771
30.42821357,0.001956457,0.070421316,0.195173813,1.247969211
30.95203597,0.001929713,0.069459516,0.192530735,1.232984038
31.48487598,0.001903331,0.068510645,0.189921883,1.218130169
32.02688884,0.001877314,0.067574858,0.187347775,1.203413559
32.57823247,0.001851666,0.066652253,0.184808767,1.188839088
33.13906749,0.001826386,0.065742863,0.182305029,1.174410445
33.7095573,0.001801473,0.06484665,0.179836533,1.160129997
34.2898681,0.001776925,0.063963498,0.17740303,1.145998656
34.88016897,0.001752736,0.063093206,0.175004035,1.132015747
35.48063188,0.001728899,0.062235562,0.172639026,1.118180319
36.09143178,0.001705411,0.061390422,0.170307663,1.104492537
36.7127466,0.001682265,0.060557572,0.168009416,1.09095129
37.34475738,0.001659453,0.059736708,0.165743499,1.077553738
37.98764824,0.001636964,0.058927426,0.163508846,1.064295158
38.64160648,0.001614783,0.058129213,0.161304083,1.051168767
39.30682262,0.001592892,0.057341438,0.159127509,1.038165542
39.98349048,0.001571272,0.05656336,0.156977115,1.02527439
40.67180718,0.001549915,0.055794759,0.154852334,1.012493535
41.37197328,0.001528837,0.05503613,0.152754579,0.999834129
42.08419275,0.00150805,0.054288009,0.150685381,0.98730808
42.8086731,0.001487571,0.053550932,0.148646263,0.974927264
43.54562539,0.001467414,0.05282543,0.146638736,0.962703485
44.29526433,0.001447593,0.052112031,0.144664299,0.950648448
45.05780833,0.001428123,0.051411222,0.142724339,0.938773145
45.83347953,0.001408998,0.050722853,0.14081847,0.927076852
46.62250394,0.001390196,0.050046106,0.13894445,0.915546602
47.42511142,0.001371691,0.049379994,0.137099565,0.90416619
48.2415358,0.001353449,0.048723365,0.135280643,0.892916298
49.07201495,0.001335433,0.048074889,0.133484016,0.881774238
49.91679081,0.001317603,0.047433066,0.131705541,0.870714054
50.77610952,0.001299938,0.046797197,0.129943296,0.859724373
51.65022141,0.001282457,0.046167941,0.128199134,0.84881875
52.53938116,0.001265182,0.045546105,0.126475311,0.838013422
53.44384781,0.001248137,0.044932536,0.1247742,0.827325404
54.36388488,0.001231347,0.044328126,0.123098293,0.816772533
55.29976041,0.001214835,0.043733715,0.121449938,0.806371679
56.25174706,0.001198602,0.04314938,0.119829363,0.796125652
57.22012218,0.00118264,0.042574763,0.118235594,0.78602922
58.2051679,0.001166935,0.042009417,0.116667396,0.776075391
59.2071712,0.001151472,0.041452795,0.115123267,0.76625531
60.22642402,0.001136235,0.040904285,0.113601514,0.756558822
61.26322329,0.001121216,0.040363603,0.112101363,0.746981827
62.31787109,0.001106412,0.039830673,0.110622615,0.737524007
63.39067467,0.00109182,0.039305374,0.109164936,0.728184135
64.48194659,0.001077435,0.038787526,0.10772784,0.718959916
65.59200479,0.001063251,0.038276942,0.106310817,0.709848866
66.72117266,0.001049269,0.037773596,0.104913801,0.700851438
67.86977918,0.001035488,0.037277478,0.103536768,0.691968333
69.03815899,0.001021906,0.036788533,0.102179577,0.683199452
70.22665249,0.00100852,0.036306669,0.100841978,0.674543917
71.43560592,0.00099533,0.03583181,0.099523761,0.666001117
72.66537152,0.000982331,0.035363875,0.098224713,0.65757037
73.91630756,0.000969522,0.03490274,0.096944491,0.649250115
75.1887785,0.000956897,0.03444824,0.095682641,0.641038008
76.48315505,0.000944454,0.034000315,0.094439002,0.632933651
77.79981432,0.000932195,0.033558987,0.093213639,0.624938128
79.13913992,0.000920119,0.033124247,0.092006531,0.617051929
80.50152203,0.000908224,0.032696054,0.090817567,0.609274918
81.88735758,0.000896511,0.032274361,0.089646618,0.601606813
83.29705033,0.000884975,0.031859092,0.088493481,0.594046816
84.73101096,0.000873615,0.031450132,0.087357834,0.586593309
86.18965727,0.000862426,0.03104731,0.08623921,0.579243675
87.6734142,0.0008514,0.030650397,0.08513697,0.571994127
89.18271404,0.000840531,0.030259103,0.084050313,0.564839763
90.71799651,0.000829811,0.029873179,0.082978552,0.557776408
92.27970891,0.000819246,0.029492847,0.081922299,0.550808626
93.86830622,0.000808847,0.029118486,0.080882615,0.54394397
95.48425127,0.000798623,0.028750422,0.079860404,0.53718894
97.12801485,0.000788567,0.028388418,0.078855008,0.530539496
98.80007586,0.000778664,0.028031885,0.077864797,0.523985057
100.5009214,0.000768895,0.027680206,0.076888053,0.517514421
102.2310471,0.000759256,0.027333225,0.075924349,0.511125047
103.9909569,0.000749751,0.026991038,0.074973946,0.504819025
105.7811637,0.000740381,0.026653723,0.074037069,0.498598164
107.6021888,0.000731148,0.026321342,0.073113886,0.492463915
109.454563,0.000722054,0.025993935,0.072204512,0.486417332
111.3388258,0.000713098,0.02567152,0.071308998,0.48045903
113.2555262,0.00070428,0.025354091,0.070427323,0.474589141
115.2052227,0.0006956,0.025041611,0.069559392,0.468807271
117.1884833,0.000687056,0.024734017,0.068705022,0.463112444
119.2058857,0.000678645,0.024431208,0.067863942,0.457503047
121.2580178,0.000670363,0.02413305,0.067035777,0.45197678
123.3454774,0.000662205,0.023839369,0.066220042,0.446530585
125.4688726,0.000654166,0.023549964,0.06541618,0.441160903
127.6288221,0.000646244,0.023264783,0.064624048,0.435866956
129.8259552,0.000638441,0.022983869,0.063843765,0.430649736
132.060912,0.000630757,0.022707248,0.063075405,0.425509914
134.3343437,0.000623192,0.022434927,0.062318986,0.42044777
136.6469125,0.000615747,0.02216689,0.061574462,0.415463157
138.9992922,0.000608419,0.021903094,0.060841719,0.410555454
141.3921682,0.000601208,0.021643472,0.060120567,0.405723527
143.8262377,0.000594109,0.021387926,0.059410735,0.40096568
146.3022097,0.00058712,0.021136325,0.058711861,0.396279598
148.8208056,0.000580236,0.020888504,0.058023485,0.391662301
151.3827591,0.000573453,0.020644307,0.057345173,0.387110973
153.9888168,0.00056677,0.020403736,0.056676934,0.382625788
156.6397379,0.00056019,0.020166827,0.056018864,0.378207499
159.3362945,0.000553711,0.019933598,0.055371014,0.373856551
162.0792725,0.000547335,0.019704048,0.054733386,0.36957305
164.8694709,0.00054106,0.01947816,0.054105928,0.365356728
167.7077027,0.000534886,0.019255893,0.053488525,0.361206911
170.5947946,0.000528811,0.019037181,0.052881,0.357122474
173.5315879,0.000522832,0.018821936,0.052283102,0.353101804
176.5189382,0.000516946,0.01861006,0.051694563,0.349143156
179.5577158,0.000511153,0.018401524,0.051115303,0.345246064
182.648806,0.000505453,0.018196307,0.05054526,0.34141018
185.7931094,0.000499844,0.017994367,0.049984318,0.337634778
188.991542,0.000494323,0.017795639,0.0494323,0.333918713
192.2450358,0.00048889,0.017600035,0.048888959,0.330260387
195.5545385,0.00048354,0.017407442,0.048353979,0.326657708
198.9210144,0.00047827,0.017217715,0.047826963,0.323108044
202.3454442,0.000473076,0.01703074,0.047307591,0.319609286
205.8288257,0.000467959,0.016846534,0.046795909,0.316161778
209.3721737,0.00046292,0.016665124,0.046291995,0.312766102
212.9765204,0.000457959,0.016486528,0.045795897,0.30942261
216.6429161,0.000453076,0.016310749,0.045307623,0.306131402
220.3724289,0.000448272,0.016137776,0.044827143,0.3028923
224.1661453,0.000443544,0.01596758,0.044354379,0.299704824
228.0251707,0.000438893,0.015800145,0.043889282,0.296568668
231.9506293,0.000434319,0.015635491,0.04343191,0.293484251
235.9436647,0.000429823,0.015473632,0.042982303,0.290451877
