,E_MeV_u,voltage_V,electrode_gap_cm,particle,grid_size_um,numba_parallel_time,numba_time,cython_time
0,250,300,0.5,proton,2.0,437.93937730789185,403.6823010444641,1117.7753055095673
1,250,300,0.5,proton,2.5,162.40503358840942,154.44390535354614,412.15091156959534
2,250,300,0.5,proton,3.0,43.374619483947754,64.0421028137207,180.72741150856018
3,250,300,0.5,proton,3.5,6.560315370559692,31.125784873962402,88.95241737365723
4,250,300,0.5,proton,4.0,4.301531553268433,17.472970485687256,50.30220174789429
